Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
734,2,78,27,Yes,Associate,Fail
735,15,67,88,No,Bachelor,Fail
736,12,64,55,No,High School,Pass
737,11,54,66,Yes,Doctorate,Fail
738,15,67,72,No,Associate,Fail
739,18,63,41,No,Bachelor,Fail
740,15,107,102,Yes,Doctorate,Fail
741,1,54,67,Yes,Doctorate,Pass
742,4,96,60,Yes,Associate,Fail
743,7,70,48,No,Master,
744,10,71,68,No,Associate,Pass
745,13,83,0,No,Master,Fail
746,6,0,67,Yes,Master,Pass
747,11,59,86,Yes,Bachelor,Pass
748,6,50,82,Yes,High School,Pass
749,7,67,57,Yes,High School,Fail
750,3,57,61,Yes,Bachelor,Pass
751,5,101,73,Yes,Bachelor,Pass
752,3,63,83,No,Master,Pass
753,5,27,200,Yes,High School,Fail
754,15,68,89,Yes,Master,Fail
755,5,91,51,No,High School,Pass
756,23,108,76,Yes,Associate,Fail
757,12,70,44,Yes,Associate,Fail
758,11,65,58,Yes,High School,
759,6,75,47,No,Associate,Fail
760,14,83,48,No,Bachelor,Pass
761,7,52,69,No,Doctorate,Pass
762,11,70,55,No,Doctorate,Pass
763,23,74,69,Yes,Associate,Fail
764,0,76,47,Yes,Bachelor,Pass
765,16,72,72,No,Doctorate,Fail
766,6,56,58,Yes,Bachelor,Pass
767,10,82,61,No,High School,Pass
768,19,74,46,Yes,Master,Pass
769,7,74,80,No,High School,Fail
770,19,53,67,Yes,Doctorate,Pass
771,14,0,0,Yes,Bachelor,Fail
772,7,0,46,No,Master,Pass
773,13,107,75,No,Associate,Pass
774,15,0,66,No,Bachelor,Pass
775,13,90,58,No,Bachelor,Fail
776,2,37,86,No,High School,Pass
777,6,30,71,,Doctorate,Fail
778,9,64,72,Yes,Associate,Fail
779,10,30,36,Yes,Doctorate,Fail
780,13,90,81,Yes,Bachelor,Fail
781,11,75,72,No,Master,Fail
782,3,103,84,No,Doctorate,Fail
783,12,72,56,Yes,Master,Pass
784,0,80,54,No,Associate,Pass
785,13,70,89,No,Associate,Pass
786,15,58,79,No,Master,Pass
787,14,67,44,Yes,High School,Fail
788,12,51,65,No,Bachelor,Pass
789,10,83,80,No,Master,Fail
790,2,0,68,Yes,Master,Pass
791,12,0,57,No,High School,Pass
792,11,132,55,No,Bachelor,Fail
793,11,67,66,Yes,Bachelor,Pass
794,4,81,80,No,Master,Fail
795,5,74,50,Yes,High School,Pass
796,15,98,33,No,Master,Fail
797,10,80,0,No,Doctorate,Fail
798,13,70,72,Yes,Associate,Fail
799,10,121,75,Yes,Doctorate,Pass
800,10,58,50,Yes,Associate,Fail
801,15,71,69,No,Bachelor,Pass
802,7,93,55,Yes,Bachelor,Fail
803,10,59,76,No,Master,Pass
804,8,90,63,No,Associate,Fail
805,8,65,78,Yes,Bachelor,
806,8,95,66,No,Doctorate,Fail
807,11,94,72,Yes,,Fail
808,8,73,58,No,Master,Pass
809,16,55,54,No,Associate,Fail
810,6,67,61,Yes,Master,Pass
811,9,75,74,No,Doctorate,Pass
812,8,93,103,Yes,Associate,Fail
813,17,81,84,No,Bachelor,Pass
814,0,86,88,Yes,Associate,Fail
815,15,82,63,Yes,High School,Pass
816,3,92,0,No,Bachelor,Fail
817,11,71,32,No,Master,Pass
818,14,78,56,No,Associate,Fail
819,10,76,44,Yes,,Pass
820,15,66,76,Yes,Master,Fail
821,7,95,62,,Associate,Pass
822,17,95,45,No,Master,Pass
823,22,99,73,Yes,Associate,Pass
824,8,60,70,No,High School,Fail
825,8,82,48,No,Master,Fail
826,17,97,88,No,Doctorate,Fail
827,18,105,54,Yes,Doctorate,Pass
828,7,45,74,No,,Pass
829,8,75,63,Yes,Master,
830,9,71,90,Yes,Bachelor,Pass
831,3,107,79,Yes,Doctorate,Pass
832,5,31,48,Yes,Master,Pass
833,5,54,92,No,Master,Fail
834,6,0,46,,Bachelor,Pass
835,10,66,49,Yes,Doctorate,Pass
836,11,49,89,Yes,Doctorate,Fail
837,18,105,65,Yes,Bachelor,Fail
838,5,46,70,Yes,Bachelor,
839,15,95,71,Yes,Master,Fail
840,9,44,49,No,Associate,Pass
841,10,46,93,No,Associate,Fail
842,13,79,0,No,Bachelor,Fail
843,4,58,37,Yes,Bachelor,Fail
844,12,80,58,Yes,Master,Fail
845,11,111,75,No,Master,Pass
846,12,72,63,No,Bachelor,Fail
847,11,108,57,Yes,Bachelor,Pass
848,22,82,73,Yes,Doctorate,Fail
849,7,94,75,No,Associate,Pass
850,7,28,90,No,Associate,Fail
851,7,88,39,No,Bachelor,Fail
852,7,85,50,No,Doctorate,Pass
853,7,68,54,No,Bachelor,Pass
854,16,113,101,No,High School,Pass
855,17,65,88,Yes,Associate,Pass
856,7,43,69,Yes,Associate,Pass
857,6,91,64,Yes,Doctorate,Pass
858,12,46,72,No,Associate,
859,7,76,83,No,Master,Fail
860,13,102,61,No,Doctorate,Fail
861,11,85,69,No,Master,Pass
862,2,70,60,No,High School,Pass
863,0,68,44,Yes,Doctorate,Fail
864,19,100,38,No,Bachelor,Pass
865,7,51,55,Yes,Bachelor,Pass
866,0,90,0,No,High School,Pass
867,11,119,72,No,High School,Pass
868,12,0,69,No,Bachelor,Pass
869,13,70,44,,Bachelor,Pass
870,20,72,65,No,Master,Fail
871,9,65,57,Yes,Bachelor,Pass
872,6,62,61,No,Bachelor,Fail
873,3,77,66,No,Doctorate,Fail
874,6,89,84,,Doctorate,Pass
875,10,107,58,No,Doctorate,Fail
876,19,36,90,,Doctorate,Pass
877,7,26,46,Yes,High School,Pass
878,11,108,52,No,Doctorate,Pass
879,10,76,64,No,High School,Pass
880,0,77,48,No,High School,Pass
881,23,85,45,Yes,Associate,Fail
882,7,71,66,No,High School,Pass
883,8,114,45,,High School,Fail
884,15,85,51,No,,Fail
885,13,66,0,No,Bachelor,Fail
886,19,68,90,Yes,Bachelor,Fail
887,13,0,62,No,Doctorate,Fail
888,8,60,0,,Master,Pass
889,13,0,48,Yes,,Fail
890,16,0,0,No,Bachelor,Fail
891,14,52,31,No,High School,Pass
892,12,83,50,Yes,Master,Fail
893,15,104,76,Yes,Doctorate,
894,16,96,56,,Associate,Fail
895,17,60,67,Yes,Associate,Pass
896,13,53,68,No,Doctorate,Fail
897,9,104,76,Yes,Doctorate,Pass
898,11,42,90,No,Bachelor,Pass
899,16,82,74,Yes,Master,Fail
900,6,64,61,No,High School,Pass
901,12,101,77,Yes,Doctorate,Pass
902,8,54,70,Yes,High School,
903,10,59,31,No,Bachelor,Pass
904,16,87,47,Yes,Bachelor,Fail
905,11,91,62,No,Doctorate,Pass
906,10,0,56,No,Master,Fail
907,3,84,63,No,Doctorate,Pass
908,14,82,29,Yes,Doctorate,Fail
909,13,96,78,Yes,Master,Pass
910,21,48,64,No,,
911,8,57,83,Yes,Bachelor,Pass
912,11,49,65,No,High School,Fail
913,0,21,68,No,Bachelor,Pass
914,0,92,50,Yes,Bachelor,Fail
915,10,104,47,Yes,Doctorate,Pass
916,11,86,67,No,Doctorate,Pass
917,13,83,65,Yes,Bachelor,Pass
918,11,77,40,Yes,Bachelor,Pass
919,8,76,79,No,High School,Fail
920,0,109,66,No,Master,Fail
921,15,106,57,No,Bachelor,Pass
922,5,63,52,Yes,Bachelor,Fail
923,11,97,76,No,Bachelor,Pass
924,6,100,55,Yes,Bachelor,Pass
925,16,88,0,No,Doctorate,Pass
926,2,83,62,Yes,Associate,
927,7,82,57,Yes,Associate,
928,12,45,46,Yes,Associate,Fail
929,18,44,84,No,Associate,Fail
930,10,91,50,Yes,,Fail
931,7,53,52,Yes,Associate,Fail
932,19,47,85,No,Doctorate,Pass
933,3,34,64,No,High School,Pass
934,-1,66,70,Yes,Doctorate,Pass
935,12,82,88,Yes,Master,Fail
936,8,84,87,Yes,Master,Fail
937,5,92,57,Yes,Bachelor,Fail
938,14,67,82,,Bachelor,
939,0,0,41,No,Bachelor,Pass
940,7,92,39,No,Bachelor,Pass
941,4,84,66,No,Bachelor,Pass
942,14,63,64,Yes,Bachelor,Pass
943,13,81,75,No,Master,Fail
944,10,35,73,No,High School,Pass
945,19,75,75,Yes,Doctorate,Fail
946,0,63,0,Yes,Associate,Fail
947,2,105,94,No,High School,Fail
948,6,56,78,Yes,Master,Fail
949,0,77,65,Yes,Master,Pass
950,11,66,62,No,High School,Fail
951,9,64,65,No,Associate,Pass
952,12,82,56,No,Bachelor,Fail
953,4,67,79,Yes,High School,Fail
954,17,0,81,No,Doctorate,Fail
955,10,36,56,Yes,Bachelor,
956,16,88,62,No,High School,Pass
957,12,73,38,No,Bachelor,Pass
958,12,74,0,Yes,Doctorate,Fail
959,13,81,66,No,,Pass
960,12,95,0,Yes,,Fail
961,13,80,57,Yes,Doctorate,Pass
962,17,95,48,Yes,Bachelor,Fail
963,11,76,41,Yes,Associate,Fail
964,14,54,87,No,Doctorate,Pass
965,10,73,0,No,Master,Pass
966,17,0,67,Yes,Master,Fail
967,7,67,80,No,Associate,Fail
968,19,53,86,Yes,Bachelor,Fail
969,10,87,49,No,Associate,Fail
970,3,82,84,Yes,High School,Pass
971,11,60,67,No,Associate,Pass
972,7,0,74,Yes,Doctorate,Pass
973,14,71,91,No,Doctorate,Pass
974,7,75,74,Yes,Associate,
975,8,88,51,No,Doctorate,Pass
976,1,67,34,No,High School,Pass
977,8,89,75,Yes,Doctorate,Pass
978,-2,64,71,Yes,Doctorate,Fail
979,2,108,53,No,Bachelor,Fail
980,14,109,68,,Doctorate,
981,14,58,0,No,Associate,Fail
982,12,50,0,Yes,Associate,Pass
983,5,95,45,,Bachelor,Pass
984,10,80,83,No,Master,Fail
985,10,86,96,No,High School,
986,4,62,69,No,High School,Pass
987,0,72,71,Yes,Master,Pass
988,14,68,74,No,Doctorate,Pass
989,9,81,69,Yes,Associate,Fail
990,10,50,49,Yes,Doctorate,Fail
991,11,73,86,No,Bachelor,Fail
992,0,50,72,No,High School,Pass
993,9,65,73,Yes,Master,Fail
994,7,73,80,Yes,Associate,Pass
995,5,85,80,No,Doctorate,
996,9,87,84,Yes,Master,Pass
997,19,90,72,Yes,Master,Pass
998,13,45,52,Yes,Doctorate,Pass
999,7,100,71,,Doctorate,Fail
1000,13,62,65,No,Associate,Fail
1001,17,64,52,Yes,Associate,Pass
1002,15,80,87,No,Doctorate,
1003,10,68,63,Yes,Associate,Fail
1004,7,82,68,No,Associate,Fail
1005,14,86,54,Yes,High School,Pass
1006,12,60,64,Yes,Associate,Fail
1007,0,71,79,Yes,,Pass
1008,13,72,96,Yes,Associate,Pass
1009,15,94,43,Yes,,Pass
1010,7,66,65,No,Doctorate,Pass
1011,17,65,18,Yes,High School,Pass
1012,11,55,59,Yes,Doctorate,Fail
1013,20,57,67,No,Bachelor,Fail
1014,7,48,67,No,Master,Fail
1015,19,61,90,Yes,Bachelor,Fail
1016,11,0,62,No,Bachelor,Pass
1017,7,89,88,No,Associate,Fail
1018,8,100,69,No,High School,Pass
1019,8,56,57,Yes,High School,Pass
1020,12,36,68,Yes,High School,Fail
1021,13,81,67,Yes,High School,Pass
1022,7,112,68,,Associate,Pass
1023,10,0,54,No,,Pass
1024,21,77,54,Yes,Associate,Fail
1025,19,44,82,No,Bachelor,Fail
1026,12,76,81,No,Doctorate,Pass
1027,10,72,53,No,Bachelor,Fail
1028,0,33,63,Yes,High School,Pass
1029,13,54,71,Yes,Doctorate,Pass
1030,5,53,0,Yes,Bachelor,Pass
1031,9,43,68,No,Bachelor,Fail
1032,2,60,82,Yes,Associate,Fail
1033,12,85,64,No,Associate,Fail
1034,13,62,88,Yes,Bachelor,Pass
1035,8,98,103,Yes,Doctorate,Pass
1036,18,68,66,Yes,Doctorate,Fail
1037,4,0,71,Yes,Doctorate,Fail
1038,3,85,51,No,Associate,Pass
1039,11,106,62,No,High School,Pass
1040,15,61,68,Yes,High School,Fail
1041,18,84,76,No,Master,Fail
1042,8,56,62,No,Associate,Pass
1043,15,109,76,No,Bachelor,Pass
1044,10,54,0,No,High School,Fail
1045,9,83,80,Yes,Bachelor,Pass
1046,14,106,71,,Bachelor,Pass
1047,13,51,70,No,Doctorate,Pass
1048,2,87,58,Yes,High School,Pass
1049,17,55,64,No,Master,Fail
1050,17,122,59,Yes,Associate,Fail
1051,7,37,78,No,Doctorate,Pass
1052,12,45,45,No,Associate,Fail
1053,12,0,54,No,Bachelor,Fail
1054,0,53,83,No,Bachelor,Fail
1055,0,85,68,Yes,Associate,Fail
1056,7,111,83,No,Bachelor,Pass
1057,10,98,0,Yes,Bachelor,
1058,16,80,79,No,Doctorate,Pass
1059,13,75,71,Yes,Associate,Pass
1060,8,63,55,Yes,Associate,Pass
1061,14,83,66,Yes,Master,Pass
1062,-4,71,46,No,Master,Fail
1063,16,79,62,No,Doctorate,Pass
1064,1,60,57,No,Bachelor,Fail
1065,8,51,37,Yes,Associate,Fail
1066,4,76,71,Yes,Associate,Pass
1067,4,75,70,Yes,High School,Pass
1068,16,63,84,Yes,Doctorate,Pass
1069,8,0,47,Yes,,Pass
1070,12,86,81,Yes,Master,Pass
1071,10,84,30,No,High School,Fail
1072,12,112,63,No,Doctorate,Fail
1073,10,103,95,Yes,Bachelor,Pass
1074,4,51,65,Yes,Bachelor,Pass
1075,0,71,54,Yes,High School,Fail
1076,8,48,64,No,Master,Pass
1077,2,38,78,Yes,High School,Fail
1078,8,119,61,No,Doctorate,Fail
1079,18,105,0,No,Associate,Pass
1080,14,62,71,No,Master,Pass
1081,8,100,73,,High School,Pass
1082,8,103,80,,Associate,Fail
1083,8,37,95,Yes,Bachelor,Pass
1084,20,0,0,Yes,Doctorate,Fail
1085,12,65,70,No,Associate,Pass
1086,12,83,47,Yes,Associate,Pass
1087,15,135,79,No,Bachelor,Pass
1088,11,107,85,Yes,Master,Fail
1089,9,72,75,,Master,Fail
1090,9,103,44,No,Associate,Fail
1091,10,37,59,No,Master,Fail
1092,10,85,66,No,Master,Fail
1093,14,86,52,No,High School,Fail
1094,0,0,97,Yes,Master,
1095,14,65,71,No,Associate,Fail
1096,10,83,79,Yes,,Pass
1097,10,92,79,No,Doctorate,Pass
1098,0,28,67,No,High School,Pass
1099,0,69,47,Yes,Bachelor,Fail
1100,12,57,77,No,High School,Fail
1101,15,88,95,No,High School,Pass
1102,0,103,59,No,Bachelor,Fail
1103,20,63,56,No,Doctorate,Pass
1104,9,53,78,Yes,High School,Pass
1105,0,0,79,No,Master,Fail
1106,5,52,82,,High School,
1107,13,70,63,No,High School,Fail
1108,5,68,63,Yes,High School,Pass
1109,7,87,26,No,,Fail
1110,20,81,66,Yes,High School,Fail
1111,9,78,56,Yes,High School,
1112,11,108,32,No,Bachelor,Pass
1113,14,150,93,Yes,,Pass
1114,12,67,69,Yes,Bachelor,Pass
1115,11,69,38,Yes,Bachelor,Fail
1116,12,60,71,Yes,Doctorate,Pass
1117,22,0,93,No,Master,Fail
1118,10,47,83,No,Bachelor,Fail
1119,11,98,80,Yes,Master,Fail
1120,15,61,46,No,Bachelor,Fail
1121,16,81,57,,Master,Pass
1122,16,69,52,Yes,Master,Pass
1123,13,74,65,No,High School,Fail
1124,4,98,77,No,Associate,Fail
1125,18,78,72,No,Doctorate,Fail
1126,4,56,51,Yes,High School,Pass
1127,12,64,62,,Associate,Fail
1128,6,92,81,No,Doctorate,Pass
1129,10,85,73,Yes,Associate,Pass
1130,12,93,71,No,Bachelor,Pass
1131,12,70,52,Yes,High School,Pass
1132,12,47,67,Yes,,Pass
1133,18,85,48,Yes,Doctorate,Fail
1134,12,80,53,Yes,High School,Fail
1135,9,81,43,Yes,Associate,Fail
1136,15,47,91,No,Bachelor,Fail
1137,16,62,92,Yes,Associate,Fail
1138,4,56,50,,High School,Fail
1139,13,0,0,No,Associate,Fail
1140,14,84,60,No,Doctorate,Pass
1141,8,74,83,Yes,Associate,Pass
1142,17,94,74,No,Master,Pass
1143,0,105,86,Yes,Bachelor,Pass
1144,11,82,90,No,Associate,Fail
1145,9,88,72,Yes,Associate,Fail
1146,10,64,70,No,Doctorate,Fail
1147,4,60,85,No,High School,Pass
1148,3,95,81,No,Doctorate,
1149,18,58,81,No,Associate,Fail
1150,6,89,72,Yes,Bachelor,Fail
1151,5,109,81,No,Master,Fail
1152,-1,88,60,Yes,High School,Pass
1153,7,0,56,No,Master,Pass
1154,3,48,60,No,,Fail
1155,18,78,99,No,Master,Fail
1156,15,95,49,No,Master,Fail
1157,7,71,79,Yes,Bachelor,Fail
1158,21,95,95,No,Associate,Fail
1159,15,82,71,No,Master,Pass
1160,8,81,60,No,High School,Pass
1161,-2,69,73,No,Bachelor,Fail
1162,22,46,58,Yes,High School,Pass
1163,3,66,51,No,Bachelor,Pass
1164,-1,66,85,Yes,High School,
1165,15,0,84,Yes,Associate,Pass
1166,22,75,60,No,Associate,Fail
1167,17,97,58,Yes,Master,Pass
1168,13,81,68,Yes,Bachelor,Fail
1169,13,65,64,No,High School,Fail
1170,14,59,53,No,Bachelor,Fail
1171,14,63,42,Yes,High School,Fail
1172,11,78,43,Yes,Master,Fail
1173,10,68,47,Yes,Associate,Pass
1174,10,54,49,No,Doctorate,Pass
1175,6,95,68,,Master,Pass
1176,9,78,53,No,Master,Fail
1177,2,80,53,No,Bachelor,Pass
1178,10,58,46,Yes,High School,Fail
1179,5,54,46,No,Bachelor,
1180,4,72,46,No,Associate,Fail
1181,11,34,64,No,High School,Pass
1182,17,91,81,No,Associate,Fail
1183,15,61,88,No,,Pass
1184,2,70,66,No,Bachelor,Fail
1185,5,84,81,No,Master,
1186,15,70,53,No,Master,Fail
1187,5,52,0,No,Bachelor,Pass
1188,9,105,52,Yes,Bachelor,Pass
1189,13,44,72,No,Associate,Pass
1190,5,30,53,No,Master,
1191,10,92,54,No,Associate,Fail
1192,3,46,64,Yes,Master,Fail
1193,7,100,0,,Master,Fail
1194,12,82,78,Yes,Associate,Pass
1195,2,81,54,Yes,Master,Fail
1196,0,64,49,Yes,Master,
1197,10,58,53,Yes,Associate,Fail
1198,13,68,75,,Associate,Fail
1199,11,58,68,Yes,Master,Pass
1200,17,99,75,Yes,Doctorate,Fail
1201,0,60,57,No,High School,Fail
1202,8,85,70,Yes,High School,Fail
1203,11,0,0,No,Associate,Fail
1204,13,57,84,No,Bachelor,Fail
1205,10,82,89,No,Associate,
1206,10,57,79,No,High School,Pass
1207,6,72,84,No,High School,Fail
1208,0,66,65,No,Bachelor,Fail
1209,3,150,54,No,Master,Pass
1210,19,78,0,Yes,Bachelor,Fail
1211,4,0,63,Yes,Master,Fail
1212,6,0,62,Yes,Bachelor,Fail
1213,6,53,65,No,High School,Pass
1214,14,50,62,No,Bachelor,Fail
1215,8,0,58,Yes,,Fail
1216,16,68,63,No,High School,Pass
1217,7,82,77,No,,Pass
1218,0,77,52,No,Bachelor,Pass
1219,6,42,85,No,Associate,Pass
1220,21,95,81,Yes,High School,Fail
1221,4,70,66,No,,Fail
1222,12,80,29,No,High School,Fail
1223,13,119,0,Yes,Associate,Fail
1224,12,101,67,Yes,Associate,Pass
1225,9,79,75,Yes,Bachelor,Fail
1226,9,0,92,Yes,Associate,Pass
1227,10,48,59,No,High School,Fail
1228,9,98,57,Yes,Doctorate,Pass
1229,15,67,47,Yes,Doctorate,Pass
1230,21,72,74,Yes,Master,Pass
1231,7,52,65,Yes,,Fail
1232,0,84,58,Yes,Doctorate,Fail
1233,10,98,65,Yes,Bachelor,Pass
1234,23,106,64,Yes,Bachelor,Pass
1235,6,66,80,Yes,Bachelor,Fail
1236,18,88,59,Yes,,Pass
1237,0,73,65,No,Bachelor,
1238,7,93,78,No,High School,Pass
1239,13,75,61,Yes,Bachelor,Fail
1240,18,58,54,No,Associate,Fail
1241,8,101,46,No,High School,Pass
1242,0,77,49,No,Doctorate,Pass
1243,7,68,55,Yes,Doctorate,
1244,5,79,79,Yes,Doctorate,Fail
1245,7,60,54,No,Doctorate,Pass
1246,4,0,62,No,Master,Pass
1247,10,71,50,Yes,Doctorate,Fail
1248,6,59,66,Yes,Doctorate,Pass
1249,11,122,69,No,,Fail
1250,2,55,70,Yes,Bachelor,Fail
1251,0,150,0,No,Bachelor,Pass
1252,14,76,65,Yes,,Pass
1253,0,0,69,Yes,Master,Fail
1254,12,68,56,,Bachelor,Pass
1255,16,48,98,Yes,Bachelor,Fail
1256,4,116,78,No,High School,Fail
1257,18,70,78,No,High School,Pass
1258,12,71,81,Yes,High School,Fail
1259,6,114,0,Yes,Master,Fail
1260,10,58,82,No,Bachelor,Pass
1261,13,101,62,,Bachelor,Pass
1262,0,87,99,Yes,High School,Pass
1263,13,35,200,No,Master,Fail
1264,5,68,61,Yes,High School,Pass
1265,11,84,91,No,Associate,Pass
1266,3,76,62,Yes,Doctorate,Pass
1267,9,76,75,Yes,Bachelor,Pass
1268,6,63,58,Yes,Doctorate,Fail
1269,6,61,72,No,Master,Pass
1270,16,69,60,,Associate,Fail
1271,16,114,82,Yes,High School,Fail
1272,13,57,0,No,Master,Pass
1273,0,65,39,Yes,Associate,Fail
1274,8,76,0,Yes,Bachelor,Pass
1275,16,46,50,No,Bachelor,Pass
1276,11,84,86,Yes,High School,Pass
1277,22,49,46,Yes,High School,Fail
1278,12,53,61,Yes,Doctorate,Pass
1279,11,52,97,No,Associate,Pass
1280,8,42,84,Yes,High School,Fail
1281,11,100,52,Yes,High School,Fail
1282,9,85,52,No,High School,Pass
1283,14,93,50,No,Bachelor,Pass
1284,15,92,68,No,Bachelor,Pass
1285,6,72,58,Yes,High School,Fail
1286,3,74,68,No,Master,Pass
1287,1,0,70,Yes,High School,Fail
1288,12,108,66,No,Doctorate,Fail
1289,4,50,67,Yes,High School,Fail
1290,-1,125,66,No,High School,Pass
1291,12,49,53,Yes,High School,Fail
1292,22,66,0,No,Doctorate,Pass
1293,10,76,66,No,Master,
1294,14,78,53,No,Master,Pass
1295,10,114,80,Yes,Bachelor,Fail
1296,10,95,46,No,High School,Fail
1297,15,83,60,Yes,Doctorate,Pass
1298,8,96,67,Yes,Master,Pass
1299,11,82,84,No,Doctorate,Fail
1300,12,62,59,Yes,Master,Pass
1301,7,85,68,Yes,Associate,
1302,15,76,74,Yes,Bachelor,Pass
1303,9,58,76,Yes,Doctorate,Fail
1304,6,100,70,Yes,Associate,Pass
1305,13,74,92,Yes,Associate,Pass
1306,6,53,59,Yes,Bachelor,
1307,10,56,91,No,High School,Pass
1308,10,86,75,Yes,High School,Pass
1309,15,96,69,No,Master,Pass
1310,12,85,70,,Bachelor,Pass
1311,10,85,79,No,Master,Pass
1312,14,59,54,No,Bachelor,Fail
1313,17,77,67,Yes,Associate,Pass
1314,13,68,61,Yes,High School,Fail
1315,10,71,89,No,Doctorate,Fail
1316,3,73,0,Yes,Associate,Pass
1317,5,62,95,Yes,Associate,Pass
1318,8,90,58,No,Master,Pass
1319,7,55,44,No,Bachelor,Pass
1320,9,49,52,Yes,Master,Fail
1321,10,59,52,Yes,Bachelor,Pass
1322,13,0,90,No,Doctorate,Fail
1323,10,82,45,No,,Pass
1324,12,39,70,Yes,,Fail
1325,10,87,87,No,High School,Fail
1326,0,74,107,No,Doctorate,Fail
1327,5,67,63,Yes,High School,Fail
1328,9,70,67,No,Doctorate,Pass
1329,4,48,48,,High School,Fail
1330,13,0,59,No,Master,Fail
1331,18,50,0,No,Doctorate,Fail
1332,16,68,78,Yes,Doctorate,Pass
1333,9,68,83,Yes,Associate,Pass
1334,18,90,75,No,Doctorate,Pass
1335,11,76,81,No,Master,Pass
1336,8,89,0,Yes,,Fail
1337,7,51,58,Yes,Associate,Pass
1338,8,73,76,No,Associate,Fail
1339,8,86,55,Yes,Master,Pass
1340,11,100,34,Yes,High School,Pass
1341,11,52,69,No,High School,Pass
1342,10,58,67,Yes,Master,Pass
1343,12,85,64,,,Fail
1344,16,107,0,No,High School,Fail
1345,15,81,67,Yes,Bachelor,Fail
1346,3,53,0,No,Associate,Pass
1347,-3,53,94,Yes,Doctorate,Pass
1348,15,78,73,No,Doctorate,Pass
1349,3,82,74,,Bachelor,Fail
1350,9,71,54,No,Associate,Pass
1351,4,53,51,No,Bachelor,Pass
1352,1,97,50,Yes,Associate,Pass
1353,13,68,61,No,High School,Fail
1354,14,86,66,No,Associate,Fail
1355,7,40,68,No,Associate,Fail
1356,0,99,53,Yes,High School,Pass
1357,7,61,31,No,Associate,Fail
1358,12,102,59,No,Master,Pass
1359,3,150,79,No,Associate,Fail
1360,11,46,59,Yes,Bachelor,Pass
1361,0,80,64,Yes,High School,Pass
1362,13,108,41,Yes,High School,Fail
1363,11,63,67,No,Doctorate,Fail
1364,0,108,71,Yes,Master,Fail
1365,16,83,0,Yes,High School,Pass
1366,9,102,80,Yes,Master,Pass
1367,10,78,83,Yes,Doctorate,Pass
1368,5,72,97,Yes,Associate,Pass
1369,8,112,51,Yes,Master,Pass
1370,6,89,69,No,Bachelor,Fail
1371,9,70,47,Yes,Bachelor,Fail
1372,19,84,74,No,Associate,Pass
1373,3,64,72,No,Master,Pass
1374,2,0,36,No,Master,Fail
1375,17,99,69,No,Associate,Pass
1376,9,72,62,Yes,Associate,Fail
1377,7,58,47,No,Associate,Pass
1378,15,56,61,No,Associate,Fail
1379,7,76,96,No,Bachelor,Fail
1380,19,59,74,No,High School,Pass
1381,13,46,53,Yes,Associate,Fail
1382,8,51,60,No,,Pass
1383,21,98,36,Yes,Bachelor,
1384,7,72,49,No,Bachelor,
1385,14,76,90,No,Doctorate,Fail
1386,12,56,79,No,High School,Pass
1387,16,63,72,Yes,Doctorate,Pass
1388,18,63,71,Yes,Associate,Fail
1389,10,70,86,Yes,High School,Pass
1390,6,42,70,No,Master,Pass
1391,-1,97,61,Yes,Master,Fail
1392,7,75,0,No,High School,Fail
1393,20,79,61,No,Bachelor,Fail
1394,11,0,61,No,Master,Fail
1395,0,0,90,Yes,High School,Pass
1396,11,64,49,Yes,Master,Fail
1397,3,87,57,No,Master,Pass
1398,5,87,38,Yes,Doctorate,Pass
1399,16,81,80,Yes,Associate,Fail
1400,7,96,70,Yes,Associate,Fail
1401,5,91,91,,Bachelor,
1402,13,90,55,No,High School,
1403,16,102,53,No,Master,Pass
1404,14,76,48,Yes,Associate,Fail
1405,15,76,72,No,Bachelor,Fail
1406,6,91,0,No,High School,Fail
1407,3,71,70,No,Doctorate,Fail
1408,18,85,59,,Doctorate,Pass
1409,8,64,87,No,High School,Fail
1410,0,29,84,No,Bachelor,Fail
1411,17,87,66,No,Doctorate,Fail
1412,13,44,81,No,Master,Pass
1413,12,61,63,Yes,High School,Fail
1414,21,91,64,No,Bachelor,Pass
1415,7,92,32,Yes,Doctorate,Fail
1416,15,98,73,No,High School,
1417,10,35,65,No,Associate,Pass
1418,11,81,78,No,Associate,Pass
1419,18,70,76,No,Bachelor,Pass
1420,12,95,54,Yes,Bachelor,Fail
1421,13,104,62,No,Bachelor,Pass
1422,15,49,0,No,Master,Fail
1423,8,75,81,Yes,High School,Pass
1424,6,92,89,Yes,Master,Pass
1425,5,68,77,No,Bachelor,Fail
1426,0,110,95,No,High School,
1427,20,67,73,No,Bachelor,Pass
1428,4,69,50,Yes,Master,Pass
1429,9,54,44,Yes,Master,
1430,9,78,51,Yes,Associate,Pass
1431,12,15,58,No,Bachelor,Fail
1432,14,70,55,No,High School,Fail
1433,14,100,0,Yes,High School,Pass
1434,0,47,62,Yes,Master,Pass
1435,9,43,66,Yes,Doctorate,Pass
1436,11,97,102,No,Doctorate,Pass
1437,9,100,78,Yes,Doctorate,Fail
1438,18,48,69,Yes,Doctorate,Fail
1439,12,110,81,No,Associate,Pass
1440,14,84,53,Yes,Master,Pass
1441,13,96,52,No,Bachelor,Fail
1442,16,59,79,Yes,Doctorate,Pass
1443,11,105,65,No,Bachelor,
